"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.2734375,0.127604166666667,0.0963541666666667,0.106770833333333,0.0963541666666667,0.0755208333333333,0.106770833333333,0.1171875
"2",0.252604166666667,0.0755208333333333,0.0859375,0.106770833333333,0.106770833333333,0.1796875,0.0755208333333333,0.1171875
"3",0.0381578947368421,0.043421052631579,0.043421052631579,0.043421052631579,0.0539473684210526,0.669736842105263,0.0381578947368421,0.0697368421052632
"4",0.0765895953757225,0.0823699421965318,0.0361271676300578,0.0534682080924856,0.0419075144508671,0.608381502890173,0.0419075144508671,0.0592485549132948
"5",0.134955752212389,0.108407079646018,0.081858407079646,0.108407079646018,0.143805309734513,0.188053097345133,0.108407079646018,0.126106194690265
"6",0.0278846153846154,0.0355769230769231,0.777884615384615,0.0278846153846154,0.0317307692307692,0.0317307692307692,0.0278846153846154,0.0394230769230769
"7",0.158333333333333,0.113888888888889,0.113888888888889,0.136111111111111,0.102777777777778,0.147222222222222,0.113888888888889,0.113888888888889
"8",0.101485148514851,0.0816831683168317,0.101485148514851,0.0915841584158416,0.349009900990099,0.111386138613861,0.0915841584158416,0.0717821782178218
"9",0.0653153153153153,0.0833333333333333,0.0563063063063063,0.0563063063063063,0.515765765765766,0.0653153153153153,0.0563063063063063,0.101351351351351
"10",0.103503184713376,0.167197452229299,0.0652866242038217,0.148089171974522,0.0589171974522293,0.14171974522293,0.160828025477707,0.154458598726115
"11",0.133928571428571,0.133928571428571,0.0982142857142857,0.12202380952381,0.12202380952381,0.110119047619048,0.133928571428571,0.145833333333333
"12",0.138698630136986,0.172945205479452,0.125,0.159246575342466,0.0496575342465753,0.0907534246575342,0.172945205479452,0.0907534246575342
"13",0.0393081761006289,0.0581761006289308,0.0518867924528302,0.0581761006289308,0.0581761006289308,0.133647798742138,0.0455974842767296,0.555031446540881
"14",0.0484496124031008,0.0562015503875969,0.125968992248062,0.0872093023255814,0.133720930232558,0.102713178294574,0.0717054263565891,0.374031007751938
"15",0.158854166666667,0.0859375,0.106770833333333,0.0651041666666667,0.0859375,0.127604166666667,0.190104166666667,0.1796875
"16",0.237824675324675,0.335227272727273,0.075487012987013,0.0982142857142857,0.0462662337662338,0.0787337662337662,0.0722402597402597,0.0560064935064935
"17",0.0745967741935484,0.0584677419354839,0.0665322580645161,0.0907258064516129,0.0504032258064516,0.0745967741935484,0.518145161290323,0.0665322580645161
"18",0.0317307692307692,0.0317307692307692,0.758653846153846,0.0317307692307692,0.0317307692307692,0.0278846153846154,0.0432692307692308,0.0432692307692308
"19",0.221491228070175,0.116228070175439,0.107456140350877,0.18640350877193,0.151315789473684,0.0723684210526316,0.0548245614035088,0.0899122807017544
"20",0.0665584415584416,0.150974025974026,0.0925324675324675,0.073051948051948,0.137987012987013,0.0795454545454545,0.099025974025974,0.300324675324675
"21",0.107142857142857,0.0947204968944099,0.0822981366459627,0.18167701863354,0.107142857142857,0.0698757763975155,0.107142857142857,0.25
"22",0.0707547169811321,0.0581761006289308,0.0455974842767296,0.108490566037736,0.190251572327044,0.0455974842767296,0.0770440251572327,0.404088050314465
"23",0.132142857142857,0.117857142857143,0.117857142857143,0.0892857142857143,0.160714285714286,0.160714285714286,0.132142857142857,0.0892857142857143
"24",0.0504966887417219,0.11341059602649,0.070364238410596,0.563741721854305,0.0405629139072848,0.0670529801324503,0.0306291390728477,0.0637417218543046
"25",0.103813559322034,0.120762711864407,0.13771186440678,0.154661016949153,0.0783898305084746,0.086864406779661,0.086864406779661,0.230932203389831
"26",0.0637931034482759,0.0706896551724138,0.0431034482758621,0.0568965517241379,0.429310344827586,0.05,0.05,0.236206896551724
"27",0.237244897959184,0.0943877551020408,0.145408163265306,0.0739795918367347,0.165816326530612,0.125,0.0739795918367347,0.0841836734693878
"28",0.324803149606299,0.0570866141732283,0.0728346456692913,0.238188976377953,0.0728346456692913,0.0649606299212598,0.0885826771653543,0.0807086614173228
"29",0.161858974358974,0.0849358974358974,0.046474358974359,0.0721153846153846,0.232371794871795,0.046474358974359,0.0913461538461538,0.264423076923077
"30",0.140217391304348,0.0967391304347826,0.153260869565217,0.214130434782609,0.0923913043478261,0.114130434782609,0.0880434782608696,0.101086956521739
"31",0.123831775700935,0.114485981308411,0.133177570093458,0.282710280373832,0.0677570093457944,0.058411214953271,0.105140186915888,0.114485981308411
"32",0.0897058823529412,0.0897058823529412,0.0602941176470588,0.0485294117647059,0.0367647058823529,0.0367647058823529,0.0544117647058824,0.583823529411765
"33",0.0482832618025751,0.0396995708154506,0.0396995708154506,0.0354077253218884,0.631974248927039,0.082618025751073,0.0354077253218884,0.0869098712446352
"34",0.0959119496855346,0.0833333333333333,0.089622641509434,0.15251572327044,0.309748427672956,0.0581761006289308,0.121069182389937,0.089622641509434
"35",0.0278846153846154,0.0432692307692308,0.754807692307692,0.0317307692307692,0.0240384615384615,0.0355769230769231,0.0432692307692308,0.0394230769230769
"36",0.0977564102564103,0.123397435897436,0.129807692307692,0.219551282051282,0.0849358974358974,0.104166666666667,0.110576923076923,0.129807692307692
"37",0.129194630872483,0.149328859060403,0.109060402684564,0.075503355704698,0.0486577181208054,0.0822147651006711,0.350671140939597,0.0553691275167785
"38",0.0451541850220264,0.35352422907489,0.124449339207048,0.102422907488987,0.0451541850220264,0.102422907488987,0.133259911894273,0.0936123348017621
"39",0.103693181818182,0.0582386363636364,0.0411931818181818,0.0525568181818182,0.0355113636363636,0.0582386363636364,0.0980113636363636,0.552556818181818
"40",0.110655737704918,0.14344262295082,0.0942622950819672,0.378415300546448,0.0505464480874317,0.0942622950819672,0.0614754098360656,0.0669398907103825
"41",0.0662162162162162,0.152702702702703,0.0445945945945946,0.401351351351351,0.0662162162162162,0.0554054054054054,0.0554054054054054,0.158108108108108
"42",0.169642857142857,0.0744047619047619,0.0982142857142857,0.0744047619047619,0.241071428571429,0.157738095238095,0.0863095238095238,0.0982142857142857
"43",0.157216494845361,0.105670103092784,0.0747422680412371,0.25,0.105670103092784,0.0644329896907216,0.126288659793814,0.115979381443299
"44",0.123626373626374,0.145604395604396,0.0796703296703297,0.101648351648352,0.123626373626374,0.0796703296703297,0.233516483516484,0.112637362637363
"45",0.249301675977654,0.277234636871508,0.0844972067039106,0.092877094972067,0.0509776536312849,0.0817039106145251,0.0705307262569832,0.092877094972067
"46",0.0665680473372781,0.107988165680473,0.0724852071005917,0.119822485207101,0.220414201183432,0.0488165680473373,0.167159763313609,0.196745562130178
"47",0.0578125,0.1265625,0.0640625,0.1140625,0.1515625,0.0640625,0.0828125,0.3390625
"48",0.0850515463917526,0.0747422680412371,0.0747422680412371,0.13659793814433,0.208762886597938,0.0850515463917526,0.146907216494845,0.188144329896907
"49",0.0717391304347826,0.132608695652174,0.0630434782608696,0.0978260869565217,0.35,0.0543478260869565,0.0717391304347826,0.158695652173913
"50",0.385897435897436,0.0525641025641026,0.0987179487179487,0.170512820512821,0.0884615384615385,0.0423076923076923,0.0628205128205128,0.0987179487179487
"51",0.0820707070707071,0.0467171717171717,0.0618686868686869,0.137626262626263,0.455808080808081,0.0669191919191919,0.0315656565656566,0.117424242424242
"52",0.0565326633165829,0.0515075376884422,0.0515075376884422,0.458542713567839,0.0866834170854271,0.101758793969849,0.0515075376884422,0.141959798994975
"53",0.0406746031746032,0.0287698412698413,0.0446428571428571,0.703373015873016,0.0486111111111111,0.0446428571428571,0.0406746031746032,0.0486111111111111
"54",0.0303234501347709,0.679919137466307,0.089622641509434,0.0195417789757412,0.0815363881401617,0.0303234501347709,0.0357142857142857,0.0330188679245283
"55",0.0697278911564626,0.0425170068027211,0.0629251700680272,0.0425170068027211,0.0969387755102041,0.124149659863946,0.450680272108844,0.110544217687075
"56",0.046474358974359,0.104166666666667,0.078525641025641,0.078525641025641,0.366987179487179,0.0657051282051282,0.161858974358974,0.0977564102564103
"57",0.0721830985915493,0.051056338028169,0.0792253521126761,0.375,0.15669014084507,0.0440140845070423,0.051056338028169,0.170774647887324
"58",0.16358024691358,0.0895061728395062,0.0771604938271605,0.126543209876543,0.188271604938272,0.0771604938271605,0.126543209876543,0.151234567901235
"59",0.0651408450704225,0.0580985915492958,0.051056338028169,0.382042253521127,0.163732394366197,0.051056338028169,0.051056338028169,0.177816901408451
"60",0.109375,0.0736607142857143,0.109375,0.0736607142857143,0.0736607142857143,0.225446428571429,0.162946428571429,0.171875
"61",0.0393081761006289,0.0644654088050314,0.0581761006289308,0.0393081761006289,0.0707547169811321,0.127358490566038,0.0455974842767296,0.555031446540881
"62",0.15650406504065,0.0833333333333333,0.0914634146341463,0.205284552845528,0.0752032520325203,0.123983739837398,0.164634146341463,0.0995934959349594
"63",0.0398089171974522,0.0398089171974522,0.0398089171974522,0.0525477707006369,0.0780254777070064,0.0461783439490446,0.536624203821656,0.167197452229299
"64",0.0580985915492958,0.0792253521126761,0.0440140845070423,0.0580985915492958,0.051056338028169,0.051056338028169,0.600352112676056,0.0580985915492958
"65",0.481435643564356,0.0457920792079208,0.0507425742574257,0.0705445544554455,0.0853960396039604,0.0804455445544554,0.0853960396039604,0.100247524752475
"66",0.634745762711864,0.0347457627118644,0.0550847457627119,0.061864406779661,0.0415254237288136,0.085593220338983,0.0449152542372881,0.0415254237288136
"67",0.105140186915888,0.0677570093457944,0.198598130841121,0.142523364485981,0.114485981308411,0.0771028037383178,0.189252336448598,0.105140186915888
"68",0.0400485436893204,0.0740291262135922,0.0400485436893204,0.0546116504854369,0.151699029126214,0.0497572815533981,0.549757281553398,0.0400485436893204
"69",0.0876068376068376,0.0790598290598291,0.0534188034188034,0.061965811965812,0.13034188034188,0.061965811965812,0.113247863247863,0.412393162393162
"70",0.560344827586207,0.05,0.0431034482758621,0.0568965517241379,0.0913793103448276,0.0706896551724138,0.0844827586206897,0.0431034482758621
"71",0.0448369565217391,0.0394021739130435,0.0557065217391304,0.0394021739130435,0.0502717391304348,0.653532608695652,0.0394021739130435,0.077445652173913
"72",0.0653153153153153,0.0743243243243243,0.0653153153153153,0.0653153153153153,0.47972972972973,0.0653153153153153,0.0563063063063063,0.128378378378378
"73",0.046474358974359,0.0400641025641026,0.0400641025641026,0.0528846153846154,0.0592948717948718,0.661858974358974,0.0400641025641026,0.0592948717948718
"74",0.184659090909091,0.105113636363636,0.127840909090909,0.127840909090909,0.116477272727273,0.09375,0.127840909090909,0.116477272727273
"75",0.0441176470588235,0.0815508021390374,0.0494652406417112,0.0975935828877005,0.14572192513369,0.0601604278074866,0.482620320855615,0.0387700534759358
"76",0.089622641509434,0.121069182389937,0.0518867924528302,0.360062893081761,0.108490566037736,0.0707547169811321,0.121069182389937,0.0770440251572327
"77",0.0661764705882353,0.0367647058823529,0.0426470588235294,0.0485294117647059,0.495588235294118,0.0897058823529412,0.125,0.0955882352941176
"78",0.148076923076923,0.0711538461538462,0.117307692307692,0.0942307692307692,0.232692307692308,0.0788461538461538,0.117307692307692,0.140384615384615
"79",0.0732323232323232,0.154040404040404,0.103535353535354,0.123737373737374,0.0631313131313131,0.0833333333333333,0.0833333333333333,0.315656565656566
"80",0.0762032085561497,0.0494652406417112,0.0548128342245989,0.241978609625668,0.199197860962567,0.0922459893048128,0.113636363636364,0.172459893048128
"81",0.0785714285714286,0.086734693877551,0.0908163265306123,0.0826530612244898,0.135714285714286,0.05,0.433673469387755,0.0418367346938776
"82",0.0592948717948718,0.0977564102564103,0.0913461538461538,0.0721153846153846,0.354166666666667,0.0592948717948718,0.161858974358974,0.104166666666667
"83",0.0953947368421053,0.121710526315789,0.0822368421052632,0.0953947368421053,0.332236842105263,0.0822368421052632,0.0953947368421053,0.0953947368421053
"84",0.0828488372093023,0.0421511627906977,0.0421511627906977,0.0712209302325581,0.0944767441860465,0.0363372093023256,0.0828488372093023,0.54796511627907
"85",0.0602941176470588,0.0485294117647059,0.0426470588235294,0.0544117647058824,0.472058823529412,0.0955882352941176,0.125,0.101470588235294
"86",0.0317307692307692,0.0278846153846154,0.754807692307692,0.0394230769230769,0.0317307692307692,0.0278846153846154,0.0394230769230769,0.0471153846153846
"87",0.0602189781021898,0.0675182481751825,0.0602189781021898,0.0602189781021898,0.111313868613139,0.118613138686131,0.374087591240876,0.147810218978102
"88",0.1325,0.1625,0.1225,0.1725,0.0925,0.1325,0.0925,0.0925
"89",0.252016129032258,0.0987903225806452,0.0987903225806452,0.0745967741935484,0.0745967741935484,0.163306451612903,0.147177419354839,0.0907258064516129
"90",0.0387700534759358,0.0922459893048128,0.0441176470588235,0.0762032085561497,0.151069518716578,0.0601604278074866,0.498663101604278,0.0387700534759358
"91",0.073293172690763,0.141566265060241,0.117469879518072,0.274096385542169,0.129518072289157,0.03714859437751,0.0973895582329317,0.129518072289157
"92",0.0392561983471074,0.689393939393939,0.0860881542699724,0.0227272727272727,0.0502754820936639,0.0309917355371901,0.0447658402203857,0.0365013774104683
"93",0.0665680473372781,0.113905325443787,0.0902366863905325,0.0724852071005917,0.445266272189349,0.0547337278106509,0.0843195266272189,0.0724852071005917
"94",0.170353982300885,0.126106194690265,0.0995575221238938,0.0641592920353982,0.0907079646017699,0.0730088495575221,0.25,0.126106194690265
"95",0.0659090909090909,0.102272727272727,0.0568181818181818,0.0659090909090909,0.193181818181818,0.0659090909090909,0.365909090909091,0.0840909090909091
"96",0.0441176470588235,0.0815508021390374,0.0601604278074866,0.0762032085561497,0.14572192513369,0.0548128342245989,0.498663101604278,0.0387700534759358
"97",0.0343959731543624,0.705536912751678,0.0411073825503356,0.0276845637583893,0.0645973154362416,0.0276845637583893,0.0545302013422819,0.0444630872483221
"98",0.0653153153153153,0.0743243243243243,0.0653153153153153,0.0743243243243243,0.488738738738739,0.0563063063063063,0.0743243243243243,0.101351351351351
"99",0.0317307692307692,0.0278846153846154,0.770192307692308,0.0317307692307692,0.0317307692307692,0.0240384615384615,0.0355769230769231,0.0471153846153846
"100",0.214887640449438,0.0912921348314607,0.0463483146067416,0.265449438202247,0.0632022471910112,0.11376404494382,0.10252808988764,0.10252808988764
"101",0.0448369565217391,0.0394021739130435,0.0502717391304348,0.0339673913043478,0.0557065217391304,0.664402173913043,0.0448369565217391,0.0665760869565217
